t,ecg,ppg,spo2
1761449908.4674935,672.0,177.0,179.0
1761449908.5041301,671.0,177.0,176.0
1761449908.5618227,9.0,177.0,173.0
1761449908.5857303,663.0,177.0,177.0
1761449908.5931242,671.0,177.0,176.0
1761449908.6045718,9.0,177.0,172.0
1761449908.6260629,306.0,177.0,177.0
1761449908.6505735,671.0,177.0,177.0
1761449908.6854696,9.0,177.0,172.0
1761449908.744085,33.0,176.0,176.0
1761449908.7678065,671.0,177.0,178.0
1761449908.7730875,9.0,176.0,173.0
1761449908.7873142,9.0,176.0,175.0
1761449908.8332322,672.0,177.0,179.0
1761449908.8579457,208.0,176.0,175.0
1761449908.9234462,9.0,177.0,175.0
1761449908.9290583,672.0,177.0,178.0
1761449908.9500515,549.0,177.0,175.0
1761449908.9541192,8.0,176.0,174.0
1761449908.9796784,672.0,177.0,178.0
1761449908.9946852,670.0,177.0,176.0
1761449909.050923,9.0,177.0,172.0
1761449909.056685,671.0,177.0,178.0
1761449909.1129093,671.0,176.0,177.0
1761449909.1346147,9.0,177.0,173.0
1761449909.1382515,378.0,176.0,177.0
1761449909.1546993,672.0,177.0,177.0
1761449909.178926,9.0,177.0,173.0
1761449909.2219894,55.0,177.0,175.0
1761449909.2961931,672.0,176.0,178.0
1761449909.3020804,8.0,176.0,173.0
1761449909.302744,8.0,176.0,175.0
1761449909.3295348,671.0,177.0,178.0
1761449909.3445091,25.0,177.0,173.0
1761449909.3633163,8.0,176.0,174.0
1761449909.3985827,671.0,176.0,178.0
1761449909.4350884,425.0,176.0,175.0
1761449909.486889,9.0,177.0,174.0
1761449909.5081317,671.0,177.0,178.0
1761449909.5162182,669.0,177.0,177.0
1761449909.5302083,8.0,176.0,174.0
1761449909.5480485,672.0,177.0,179.0
1761449909.5763266,671.0,177.0,176.0
1761449909.6183772,9.0,177.0,172.0
1761449909.6891098,528.0,177.0,177.0
1761449909.7096093,671.0,177.0,176.0
1761449909.7157254,9.0,177.0,172.0
1761449909.728284,168.0,176.0,176.0
1761449909.74148,672.0,176.0,178.0
1761449909.7605882,9.0,177.0,174.0
1761449909.7879972,8.0,176.0,175.0
1761449909.8285875,671.0,177.0,178.0
1761449909.8955498,9.0,176.0,174.0
1761449909.919483,8.0,176.0,175.0
1761449909.9243495,671.0,177.0,179.0
1761449909.9402852,342.0,177.0,174.0
1761449909.9539998,8.0,176.0,174.0
1761449909.9731243,671.0,177.0,178.0
1761449909.999373,641.0,176.0,176.0
1761449910.0360873,8.0,176.0,174.0
1761449910.1056106,671.0,177.0,178.0
1761449910.1285567,671.0,176.0,177.0
1761449910.135969,9.0,177.0,172.0
1761449910.1470747,665.0,177.0,178.0
1761449910.1593726,672.0,177.0,177.0
1761449910.196521,8.0,177.0,173.0
1761449910.2332258,271.0,177.0,176.0
1761449910.296574,671.0,177.0,177.0
1761449910.319801,9.0,177.0,172.0
1761449910.324461,8.0,176.0,175.0
1761449910.340208,672.0,177.0,178.0
1761449910.3430836,8.0,176.0,173.0
1761449910.3668735,8.0,176.0,175.0
1761449910.4219265,671.0,177.0,178.0
1761449910.4826548,213.0,177.0,174.0
1761449910.4896302,8.0,176.0,174.0
1761449910.511404,671.0,177.0,178.0
1761449910.518723,564.0,177.0,175.0
1761449910.5312712,8.0,177.0,173.0
1761449910.5513718,672.0,177.0,179.0
1761449910.5826428,670.0,177.0,176.0
1761449910.620206,9.0,177.0,173.0
1761449910.6886144,670.0,177.0,178.0
1761449910.71563,671.0,177.0,176.0
1761449910.7181156,8.0,176.0,173.0
1761449910.7322125,362.0,177.0,177.0
1761449910.7489185,671.0,177.0,177.0
1761449910.7641017,8.0,177.0,173.0
1761449910.7945168,55.0,176.0,175.0
1761449910.8356476,671.0,177.0,178.0
